Department,Gender,Mode,GPA,status
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Female,Parttime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Female,Fulltime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Female,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Female,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Parttime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Application,Male,Fulltime,1.7,Dropout
Computer_Networking_and_Security,Male,Fulltime,1.7,Dropout
Computer_Networking_and_Security,Male,Fulltime,1.7,Dropout
Computer_Networking_and_Security,Male,Fulltime,1.7,Dropout
Computer_Networking_and_Security,Female,Fulltime,1.7,Dropout
Civil_Engineering,Male,Fulltime,1.7,Dropout
Business_Administration,Male,Parttime,1.7,Dropout
Business_Administration,Male,Fulltime,1.7,Dropout
Public_Administration,Male,Fulltime,1.7,Dropout
Banking_and_Finance,Male,Fulltime,1.7,Dropout
Banking_and_Finance,Female,Fulltime,1.7,Dropout
Medicine_and_General_Surgery,Male,Fulltime,1.8,Dropout
Nursing,Female,Fulltime,1.8,Dropout
Medical_Laboratory_Science,Female,Fulltime,1.8,Dropout
Medical_Laboratory_Science,Female,Fulltime,1.8,Dropout
Public_Health,Female,Fulltime,1.8,Dropout
Midwifery,Female,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Female,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Female,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Female,Fulltime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Female,Parttime,1.8,Dropout
Computer_Application,Female,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Female,Fulltime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Fulltime,1.8,Dropout
Computer_Application,Male,Parttime,1.8,Dropout
Computer_Networking_and_Security,Male,Fulltime,1.8,Dropout
Civil_Engineering,Male,Fulltime,1.8,Dropout
Business_Administration,Male,Fulltime,1.8,Dropout
Business_Administration,Male,Fulltime,1.8,Dropout
Accounting_and_Finance,Male,Fulltime,1.8,Dropout
Accounting_and_Finance,Male,Fulltime,1.8,Dropout
Public_Administration,Male,Parttime,1.8,Dropout
Economics,Male,Fulltime,1.8,Dropout
Medicine_and_General_Surgery,Female,Fulltime,1.9,Dropout
Nursing,Female,Fulltime,1.9,Dropout
Nursing,Female,Fulltime,1.9,Dropout
Medical_Laboratory_Science,Male,Fulltime,1.9,Dropout
Medical_Laboratory_Science,Male,Fulltime,1.9,Dropout
Medical_Laboratory_Science,Female,Fulltime,1.9,Dropout
Medical_Laboratory_Science,Female,Fulltime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Parttime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Computer_Application,Male,Fulltime,1.9,Dropout
Electrical_and_Electronics,Male,Fulltime,1.9,Dropout
Civil_Engineering,Male,Fulltime,1.9,Dropout
Civil_Engineering,Male,Fulltime,1.9,Dropout
Business_Administration,Male,Fulltime,1.9,Dropout
Accounting_and_Finance,Male,Fulltime,1.9,Dropout
Accounting_and_Finance,Male,Fulltime,1.9,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2,Dropout
Medicine_and_General_Surgery,Female,Fulltime,2,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2,Dropout
Medical_Laboratory_Science,Female,Fulltime,2,Dropout
Public_Health,Female,Fulltime,2,Dropout
Public_Health,Female,Fulltime,2,Dropout
Midwifery,Female,Fulltime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Male,Parttime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Male,Parttime,2,Dropout
Computer_Application,Male,Parttime,2,Dropout
Computer_Application,Female,Fulltime,2,Dropout
Computer_Application,Male,Parttime,2,Dropout
Computer_Application,Male,Parttime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Female,Fulltime,2,Dropout
Computer_Application,Male,Parttime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Computer_Application,Female,Fulltime,2,Dropout
Computer_Application,Male,Fulltime,2,Dropout
Electrical_and_Electronics,Male,Fulltime,2,Dropout
Civil_Engineering,Male,Fulltime,2,Dropout
Civil_Engineering,Male,Fulltime,2,Dropout
Civil_Engineering,Male,Fulltime,2,Dropout
Civil_Engineering,Male,Fulltime,2,Dropout
Business_Administration,Male,Fulltime,2,Dropout
Business_Administration,Male,Fulltime,2,Dropout
Accounting_and_Finance,Male,Fulltime,2,Dropout
Accounting_and_Finance,Male,Fulltime,2,Dropout
Banking_and_Finance,Male,Fulltime,2,Dropout
Medicine_and_General_Surgery,Female,Fulltime,2.1,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.1,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.1,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.1,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.1,Dropout
Nursing,Female,Fulltime,2.1,Dropout
Pharmacology,Female,Parttime,2.1,Dropout
Midwifery,Female,Fulltime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Female,Fulltime,2.1,Dropout
Computer_Application,Female,Fulltime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Parttime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Computer_Application,Male,Fulltime,2.1,Dropout
Civil_Engineering,Male,Fulltime,2.1,Dropout
Business_Administration,Female,Fulltime,2.1,Dropout
Business_Administration,Male,Fulltime,2.1,Dropout
Business_Administration,Male,Parttime,2.1,Dropout
Accounting_and_Finance,Male,Fulltime,2.1,Dropout
Banking_and_Finance,Male,Fulltime,2.1,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.2,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.2,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.2,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.2,Dropout
Medicine_and_General_Surgery,Female,Fulltime,2.2,Dropout
Public_Health,Female,Fulltime,2.2,Dropout
Midwifery,Female,Fulltime,2.2,Dropout
Computer_Application,Male,Fulltime,2.2,Dropout
Computer_Application,Male,Fulltime,2.2,Dropout
Computer_Application,Male,Parttime,2.2,Dropout
Computer_Application,Male,Fulltime,2.2,Dropout
Computer_Application,Male,Fulltime,2.2,Dropout
Computer_Application,Male,Parttime,2.2,Dropout
Computer_Application,Male,Parttime,2.2,Dropout
Computer_Application,Male,Fulltime,2.2,Dropout
Computer_Application,Female,Parttime,2.2,Dropout
Computer_Application,Female,Fulltime,2.2,Dropout
Computer_Application,Male,Parttime,2.2,Dropout
Computer_Application,Male,Parttime,2.2,Dropout
Computer_Application,Male,Fulltime,2.2,Dropout
Computer_Networking_and_Security,Male,Fulltime,2.2,Dropout
Civil_Engineering,Male,Fulltime,2.2,Dropout
Civil_Engineering,Male,Fulltime,2.2,Dropout
Business_Administration,Female,Parttime,2.2,Dropout
Accounting_and_Finance,Male,Fulltime,2.2,Dropout
Accounting_and_Finance,Male,Fulltime,2.2,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.3,Dropout
Medical_Laboratory_Science,Male,Fulltime,2.3,Dropout
Medical_Laboratory_Science,Male,Fulltime,2.3,Dropout
Medical_Laboratory_Science,Female,Fulltime,2.3,Dropout
Medical_Laboratory_Science,Female,Fulltime,2.3,Dropout
Public_Health,Male,Fulltime,2.3,Dropout
Computer_Application,Male,Parttime,2.3,Dropout
Computer_Application,Male,Fulltime,2.3,Dropout
Computer_Application,Male,Parttime,2.3,Dropout
Computer_Application,Male,Parttime,2.3,Dropout
Computer_Application,Male,Parttime,2.3,Dropout
Computer_Application,Male,Parttime,2.3,Dropout
Computer_Application,Male,Fulltime,2.3,Dropout
Computer_Application,Male,Fulltime,2.3,Dropout
Computer_Application,Male,Fulltime,2.3,Dropout
Computer_Application,Female,Parttime,2.3,Dropout
Computer_Application,Male,Fulltime,2.3,Dropout
Computer_Application,Male,Fulltime,2.3,Dropout
Computer_Application,Male,Parttime,2.3,Dropout
Computer_Application,Female,Fulltime,2.3,Dropout
Computer_Application,Male,Fulltime,2.3,Dropout
Civil_Engineering,Male,Fulltime,2.3,Dropout
Civil_Engineering,Male,Fulltime,2.3,Dropout
Business_Administration,Male,Fulltime,2.3,Dropout
Banking_and_Finance,Male,Fulltime,2.3,Dropout
Nursing,Female,Fulltime,2.4,Dropout
Public_Health,Female,Fulltime,2.4,Dropout
Pharmacology,Male,Parttime,2.4,Dropout
Midwifery,Female,Fulltime,2.4,Dropout
Midwifery,Female,Fulltime,2.4,Dropout
Computer_Application,Male,Parttime,2.4,Dropout
Computer_Application,Male,Parttime,2.4,Dropout
Computer_Application,Male,Fulltime,2.4,Dropout
Computer_Application,Male,Parttime,2.4,Dropout
Computer_Application,Female,Fulltime,2.4,Dropout
Computer_Application,Female,Fulltime,2.4,Dropout
Computer_Application,Male,Parttime,2.4,Dropout
Computer_Application,Male,Parttime,2.4,Dropout
Computer_Application,Male,Parttime,2.4,Dropout
Business_Administration,Female,Fulltime,2.4,Dropout
Business_Administration,Female,Fulltime,2.4,Dropout
Accounting_and_Finance,Male,Fulltime,2.4,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.5,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.5,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.5,Dropout
Public_Health,Male,Fulltime,2.5,Dropout
Computer_Application,Male,Fulltime,2.5,Dropout
Computer_Application,Male,Fulltime,2.5,Dropout
Computer_Application,Female,Parttime,2.5,Dropout
Computer_Application,Male,Parttime,2.5,Dropout
Computer_Application,Male,Parttime,2.5,Dropout
Computer_Application,Male,Fulltime,2.5,Dropout
Computer_Application,Male,Parttime,2.5,Dropout
Computer_Application,Male,Parttime,2.5,Dropout
Computer_Application,Male,Parttime,2.5,Dropout
Computer_Application,Male,Fulltime,2.5,Dropout
Computer_Application,Male,Fulltime,2.5,Dropout
Computer_Networking_and_Security,Male,Fulltime,2.5,Dropout
Business_Administration,Male,Fulltime,2.5,Dropout
Public_Administration,Female,Fulltime,2.5,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.6,Dropout
Public_Health,Female,Fulltime,2.6,Dropout
Computer_Application,Male,Parttime,2.6,Dropout
Computer_Application,Female,Fulltime,2.6,Dropout
Computer_Application,Male,Parttime,2.6,Dropout
Computer_Application,Male,Fulltime,2.6,Dropout
Computer_Application,Male,Fulltime,2.6,Dropout
Computer_Application,Male,Parttime,2.6,Dropout
Computer_Application,Male,Parttime,2.6,Dropout
Computer_Application,Male,Parttime,2.6,Dropout
Computer_Application,Male,Fulltime,2.6,Dropout
Accounting_and_Finance,Male,Fulltime,2.6,Dropout
Accounting_and_Finance,Male,Fulltime,2.6,Dropout
Medical_Laboratory_Science,Male,Fulltime,2.7,Dropout
Medical_Laboratory_Science,Male,Fulltime,2.7,Dropout
Computer_Application,Male,Parttime,2.7,Dropout
Computer_Application,Male,Fulltime,2.7,Dropout
Computer_Application,Male,Fulltime,2.7,Dropout
Computer_Application,Male,Fulltime,2.7,Dropout
Computer_Networking_and_Security,Male,Fulltime,2.7,Dropout
Electrical_and_Electronics,Male,Fulltime,2.7,Dropout
Business_Administration,Male,Parttime,2.7,Dropout
Medical_Laboratory_Science,Female,Fulltime,2.8,Dropout
Medical_Laboratory_Science,Female,Fulltime,2.8,Dropout
Midwifery,Female,Fulltime,2.8,Dropout
Computer_Application,Male,Parttime,2.8,Dropout
Computer_Application,Female,Parttime,2.8,Dropout
Computer_Application,Female,Fulltime,2.8,Dropout
Computer_Application,Male,Fulltime,2.8,Dropout
Computer_Application,Male,Parttime,2.8,Dropout
Computer_Application,Male,Parttime,2.8,Dropout
Computer_Application,Female,Fulltime,2.8,Dropout
Computer_Application,Female,Fulltime,2.8,Dropout
Civil_Engineering,Male,Fulltime,2.8,Dropout
Business_Administration,Male,Fulltime,2.8,Dropout
Medicine_and_General_Surgery,Male,Fulltime,2.9,Dropout
Nursing,Female,Fulltime,2.9,Dropout
Medical_Laboratory_Science,Female,Fulltime,2.9,Dropout
Pharmacology,Male,Parttime,2.9,Dropout
Computer_Application,Male,Fulltime,2.9,Dropout
Computer_Application,Male,Parttime,2.9,Dropout
Computer_Application,Male,Parttime,2.9,Dropout
Computer_Application,Male,Parttime,2.9,Dropout
Computer_Application,Male,Fulltime,2.9,Dropout
Computer_Application,Male,Fulltime,2.9,Dropout
Computer_Networking_and_Security,Male,Fulltime,2.9,Dropout
Electrical_and_Electronics,Male,Fulltime,2.9,Dropout
Civil_Engineering,Male,Fulltime,2.9,Dropout
Accounting_and_Finance,Female,Fulltime,2.9,Dropout
Banking_and_Finance,Female,Fulltime,2.9,Dropout
Banking_and_Finance,Female,Fulltime,2.9,Dropout
Medicine_and_General_Surgery,Female,Fulltime,3,Dropout
Nursing,Male,Fulltime,3,Dropout
Computer_Application,Male,Fulltime,3,Dropout
Computer_Application,Male,Parttime,3,Dropout
Computer_Application,Male,Parttime,3,Dropout
Computer_Application,Male,Fulltime,3,Dropout
Computer_Application,Male,Fulltime,3,Dropout
Computer_Application,Male,Fulltime,3,Dropout
Computer_Application,Male,Parttime,3,Dropout
Computer_Networking_and_Security,Male,Fulltime,3,Dropout
Nursing,Female,Fulltime,3.1,Dropout
Medical_Laboratory_Science,Female,Fulltime,3.1,Dropout
Medical_Laboratory_Science,Male,Fulltime,3.1,Dropout
Computer_Application,Male,Parttime,3.1,Dropout
Computer_Application,Male,Fulltime,3.1,Dropout
Computer_Application,Female,Fulltime,3.1,Dropout
Computer_Application,Male,Parttime,3.1,Dropout
Computer_Application,Female,Fulltime,3.1,Dropout
Computer_Application,Male,Parttime,3.1,Dropout
Computer_Application,Male,Parttime,3.1,Dropout
Civil_Engineering,Male,Fulltime,3.1,Dropout
Public_Administration,Male,Fulltime,3.1,Dropout
Medical_Laboratory_Science,Male,Fulltime,3.2,Dropout
Medical_Laboratory_Science,Female,Fulltime,3.2,Dropout
Medical_Laboratory_Science,Female,Fulltime,3.2,Dropout
Pharmacology,Male,Parttime,3.2,Dropout
Midwifery,Female,Fulltime,3.2,Dropout
Computer_Application,Male,Parttime,3.2,Dropout
Computer_Application,Male,Parttime,3.2,Dropout
Computer_Application,Male,Fulltime,3.2,Dropout
Computer_Application,Male,Parttime,3.2,Dropout
Computer_Application,Female,Fulltime,3.2,Dropout
Business_Administration,Female,Fulltime,3.2,Dropout
Medicine_and_General_Surgery,Female,Fulltime,3.3,Dropout
Public_Health,Male,Fulltime,3.3,Dropout
Midwifery,Female,Fulltime,3.3,Dropout
Computer_Application,Male,Parttime,3.3,Dropout
Computer_Application,Female,Parttime,3.3,Dropout
Computer_Application,Male,Parttime,3.3,Dropout
Computer_Application,Male,Parttime,3.3,Dropout
Computer_Application,Male,Fulltime,3.3,Dropout
Business_Administration,Male,Fulltime,3.3,Dropout
Computer_Application,Male,Parttime,3.4,Dropout
Computer_Application,Male,Parttime,3.4,Dropout
Computer_Application,Male,Parttime,3.4,Dropout
Computer_Application,Male,Parttime,3.4,Dropout
Computer_Application,Male,Parttime,3.4,Dropout
Computer_Application,Male,Fulltime,3.4,Dropout
Accounting_and_Finance,Female,Fulltime,3.4,Dropout
Medicine_and_General_Surgery,Male,Fulltime,3.5,Dropout
Pharmacology,Female,Parttime,3.5,Dropout
Computer_Application,Female,Fulltime,3.5,Dropout
Computer_Application,Male,Parttime,3.5,Dropout
Computer_Application,Female,Parttime,3.6,Dropout
Computer_Application,Male,Parttime,3.6,Dropout
Nursing,Female,Fulltime,3.7,Dropout
Computer_Application,Male,Fulltime,3.7,Dropout
Computer_Application,Female,Fulltime,3.7,Dropout
Medical_Laboratory_Science,Male,Fulltime,3.8,Dropout
Computer_Application,Male,Parttime,3.8,Dropout
Computer_Application,Male,Parttime,3.8,Dropout
Computer_Application,Male,Fulltime,3.8,Dropout
Computer_Application,Male,Fulltime,4,Dropout
Pharmacology,Male,Parttime,1.8,Graduated
Pharmacology,Male,Parttime,1.8,Graduated
Pharmacology,Male,Parttime,1.8,Graduated
Pharmacology,Male,Parttime,1.8,Graduated
Pharmacology,Male,Parttime,1.8,Graduated
Medicine_and_General_Surgery,Female,Fulltime,1.9,Graduated
Nursing,Female,Fulltime,1.9,Graduated
Medical_Laboratory_Science,Female,Fulltime,1.9,Graduated
Pharmacology,Female,Parttime,1.9,Graduated
Pharmacology,Male,Parttime,1.9,Graduated
Pharmacology,Male,Parttime,1.9,Graduated
Pharmacology,Male,Parttime,1.9,Graduated
Pharmacology,Male,Parttime,1.9,Graduated
Pharmacology,Male,Parttime,1.9,Graduated
Computer_Application,Male,Fulltime,1.9,Graduated
Pharmacology,Male,Parttime,2,Graduated
Pharmacology,Male,Parttime,2,Graduated
Computer_Application,Male,Fulltime,2,Graduated
Computer_Application,Male,Parttime,2,Graduated
Computer_Application,Male,Fulltime,2,Graduated
Computer_Application,Male,Fulltime,2,Graduated
Computer_Application,Male,Fulltime,2,Graduated
Computer_Application,Male,Parttime,2,Graduated
Computer_Application,Male,Fulltime,2,Graduated
Computer_Application,Male,Fulltime,2,Graduated
Electrical_and_Electronics,Male,Fulltime,2,Graduated
Civil_Engineering,Male,Fulltime,2,Graduated
Civil_Engineering,Female,Fulltime,2,Graduated
Medical_Laboratory_Science,Female,Fulltime,2.1,Graduated
Medical_Laboratory_Science,Female,Fulltime,2.1,Graduated
Public_Health,Female,Fulltime,2.1,Graduated
Pharmacology,Female,Parttime,2.1,Graduated
Pharmacology,Male,Parttime,2.1,Graduated
Pharmacology,Male,Parttime,2.1,Graduated
Pharmacology,Female,Parttime,2.1,Graduated
Computer_Application,Female,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Parttime,2.1,Graduated
Computer_Application,Male,Parttime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Parttime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Computer_Application,Male,Fulltime,2.1,Graduated
Electrical_and_Electronics,Male,Fulltime,2.1,Graduated
Electrical_and_Electronics,Male,Fulltime,2.1,Graduated
Electrical_and_Electronics,Male,Fulltime,2.1,Graduated
Business_Administration,Male,Parttime,2.1,Graduated
Business_Administration,Male,Parttime,2.1,Graduated
Medicine_and_General_Surgery,Male,Fulltime,2.2,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.2,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.2,Graduated
Medicine_and_General_Surgery,Male,Fulltime,2.2,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.2,Graduated
Nursing,Female,Fulltime,2.2,Graduated
Nursing,Female,Fulltime,2.2,Graduated
Nursing,Female,Fulltime,2.2,Graduated
Nursing,Female,Fulltime,2.2,Graduated
Nursing,Female,Fulltime,2.2,Graduated
Nursing,Female,Fulltime,2.2,Graduated
Nursing,Female,Fulltime,2.2,Graduated
Medical_Laboratory_Science,Female,Fulltime,2.2,Graduated
Medical_Laboratory_Science,Female,Fulltime,2.2,Graduated
Medical_Laboratory_Science,Female,Fulltime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Pharmacology,Female,Parttime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Pharmacology,Female,Parttime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Pharmacology,Male,Parttime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Female,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Female,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Female,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Fulltime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Computer_Application,Male,Parttime,2.2,Graduated
Electrical_and_Electronics,Male,Fulltime,2.2,Graduated
Civil_Engineering,Male,Fulltime,2.2,Graduated
Business_Administration,Female,Parttime,2.2,Graduated
Business_Administration,Male,Parttime,2.2,Graduated
Business_Administration,Female,Fulltime,2.2,Graduated
Business_Administration,Female,Fulltime,2.2,Graduated
Accounting_and_Finance,Female,Fulltime,2.2,Graduated
Medicine_and_General_Surgery,Male,Fulltime,2.3,Graduated
Medicine_and_General_Surgery,Male,Fulltime,2.3,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.3,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.3,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.3,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.3,Graduated
Medicine_and_General_Surgery,Female,Fulltime,2.3,Graduated
Nursing,Female,Fulltime,2.3,Graduated
